TICKER,FIGI,DATE,TYPE,FREQUENCY,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME,ADJ_FACTOR,EX_DIVIDEND,SPLIT_RATIO
GOOGL,BBG000C3C6S2,17-11-2017,EOD,daily,193.26,196.07,189.03,195.25,11767919,17.40532319,17.64946186,17.40532319,17.63739417,26491,,0,1
GOOGL,BBG000C3C6S2,16-11-2017,EOD,daily,196.61,197.14,190.8,195.65,8087709,17.34962616,17.63739417,17.34962616,17.61882849,5166,,0,1
GOOGL,BBG000C3C6S2,15-11-2017,EOD,daily,192.7,195.85,192.09,194.87,5761388,17.358909,17.53519011,17.358909,17.52683555,8695,,0,1
GOOGL,BBG000C3C6S2,14-11-2017,EOD,daily,194.29,196.15,191.69,192.94,5532668,17.32177764,17.34962616,17.29114427,17.34962616,8305,,0,1
GOOGL,BBG000C3C6S2,13-11-2017,EOD,daily,193.88,193.94,189.16,191.39,5641105,17.26608061,17.3124948,17.21966641,17.3124948,9290,,0,1
GOOGL,BBG000C3C6S2,10-11-2017,EOD,daily,191.19,194.97,191.06,194.25,4084395,17.42388887,17.42388887,17.34034332,17.36076556,1722,,0,1
GOOGL,BBG000C3C6S2,09-11-2017,EOD,daily,194.19,194.78,191.85,193.49,4598575,17.46102023,17.47030306,17.36280779,17.41460603,4849,,0,1
GOOGL,BBG000C3C6S2,08-11-2017,EOD,daily,192.75,193.08,187.94,187.94,5466822,17.49815158,17.60954565,17.49815158,17.59097997,4548,,0,1
GOOGL,BBG000C3C6S2,07-11-2017,EOD,daily,187.99,188.77,182.78,183.8,7098826,17.59097997,17.59097997,17.54892871,17.57751986,2708,,0,1
GOOGL,BBG000C3C6S2,06-11-2017,EOD,daily,182.67,189.14,181.86,187.88,6329923,17.54456578,17.70237404,17.54438012,17.69912505,16480,,0,1
GOOGL,BBG000C3C6S2,03-11-2017,EOD,daily,189.97,190.53,186.06,187.11,5095481,17.71165688,17.77663675,17.64667701,17.71165688,25442,,0,1
GOOGL,BBG000C3C6S2,02-11-2017,EOD,daily,185.94,190.05,185.76,189.16,3999670,17.71165688,17.72093972,17.61882849,17.61882849,7730,,0,1
GOOGL,BBG000C3C6S2,01-11-2017,EOD,daily,191.6,192.44,189.73,190.69,5744843,17.73022256,17.81376811,17.71472022,17.77663675,13535,,0,1
GOOGL,BBG000C3C6S2,31-10-2017,EOD,daily,192.08,192.53,188.37,188.66,4311433,17.49815158,17.53528294,17.44802425,17.53528294,7029,,0,1
GOOGL,BBG000C3C6S2,30-10-2017,EOD,daily,187.13,189.02,186.42,187.29,4264885,17.42388887,17.47030306,17.42388887,17.47030306,1138,,0,1
GOOGL,BBG000C3C6S2,27-10-2017,EOD,daily,187.39,187.83,184.18,184.43,3768869,17.07114099,17.41460603,17.07114099,17.41460603,16245,,0,1
GOOGL,BBG000C3C6S2,26-10-2017,EOD,daily,185.94,187.75,184.52,184.9,4968614,17.34034332,17.34034332,17.20110073,17.28464628,36745,,0,1
GOOGL,BBG000C3C6S2,25-10-2017,EOD,daily,187.24,191.03,186.49,190.68,6699844,17.30135539,17.30135539,17.22904208,17.26608061,21158,,0,1
GOOGL,BBG000C3C6S2,24-10-2017,EOD,daily,191.93,194.42,191.25,194.05,5853626,17.34034332,17.38666468,17.33106048,17.358909,4963,,0,1
GOOGL,BBG000C3C6S2,23-10-2017,EOD,daily,193.39,195.19,192.15,193.09,5080326,16.9318984,17.29392912,16.9318984,17.29392912,9944,,0,1
GOOGL,BBG000C3C6S2,20-10-2017,EOD,daily,193.35,193.74,190.57,191.87,4952934,17.28473911,17.358909,17.23823209,17.358909,15792,,0,1
