TICKER,FIGI,DATE,TYPE,FREQUENCY,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME,ADJ_FACTOR,EX_DIVIDEND,SPLIT_RATIO
GOOGL,BBG000C3C6S2,19-10-2017,EOD,daily,189.24,189.69,187.8,188.84,4120021,17.48886874,17.48886874,17.38211609,17.38675751,33148,,0,1
GOOGL,BBG000C3C6S2,18-10-2017,EOD,daily,189.06,189.82,187.61,189.33,4164286,17.38675751,17.64667701,17.38675751,17.60026281,46982,,0,1
GOOGL,BBG000C3C6S2,17-10-2017,EOD,daily,189.01,189.32,186.52,186.9,3644331,17.34962616,17.41460603,17.28770962,17.41460603,14525,,0,1
GOOGL,BBG000C3C6S2,16-10-2017,EOD,daily,187.41,188.39,186.32,187.05,3484226,17.36819183,17.40532319,17.34962616,17.39604035,20279,,0,1
GOOGL,BBG000C3C6S2,13-10-2017,EOD,daily,186.73,187.85,186.44,186.82,2467697,17.33106048,17.46102023,17.33106048,17.45173739,10838,,0,1
GOOGL,BBG000C3C6S2,12-10-2017,EOD,daily,187.99,190.67,187.69,190.67,4165511,17.25689059,17.33106048,17.25689059,17.3124948,8291,,0,1
GOOGL,BBG000C3C6S2,11-10-2017,EOD,daily,190.58,191.35,188.79,189.66,4465569,16.96902976,17.28464628,16.96902976,17.24751493,6807,,0,1
GOOGL,BBG000C3C6S2,10-10-2017,EOD,daily,189.79,192.52,189.44,190.57,4043381,17.21103337,17.21103337,17.16025624,17.21038357,5822,,0,1
GOOGL,BBG000C3C6S2,09-10-2017,EOD,daily,190.94,191.27,189.29,189.45,2967829,17.21966641,17.21966641,17.1804,17.21038357,4456,,0,1
GOOGL,BBG000C3C6S2,06-10-2017,EOD,daily,190.69,190.83,188.78,189.49,2674099,17.21038357,17.25679777,17.09926799,17.18253505,6441,,0,1
GOOGL,BBG000C3C6S2,05-10-2017,EOD,daily,190.12,192.89,188.91,192.37,4075696,17.29392912,17.33115331,17.2755491,17.30321196,20949,,0,1
GOOGL,BBG000C3C6S2,04-10-2017,EOD,daily,191.24,191.79,190.02,190.26,3727247,17.29392912,17.33449513,17.29392912,17.30321196,3806,,0,1
GOOGL,BBG000C3C6S2,03-10-2017,EOD,daily,189.88,191.07,188.89,189.43,3842020,17.18253505,17.28464628,17.17325222,17.28464628,2623,,0,1
GOOGL,BBG000C3C6S2,02-10-2017,EOD,daily,188.55,190.59,188.55,189.11,3083687,17.16396938,17.25048544,17.15468654,17.19562386,16555,,0,1
GOOGL,BBG000C3C6S2,29-09-2017,EOD,daily,189.32,192.54,189.07,192.24,4529209,17.05257531,17.25679777,17.05257531,17.23823209,14031,,0,1
GOOGL,BBG000C3C6S2,28-09-2017,EOD,daily,192.69,196.56,192.63,196.15,5467584,16.90404988,16.96902976,16.90404988,16.96902976,26297,,0,1
GOOGL,BBG000C3C6S2,27-09-2017,EOD,daily,197.77,203.58,197.75,203.49,9770012,16.94118124,16.94118124,16.85772852,16.9318984,10802,,0,1
GOOGL,BBG000C3C6S2,26-09-2017,EOD,daily,202.35,203.34,201.17,202.19,5367264,17.04329247,17.04329247,16.9783126,16.9783126,17441,,0,1
GOOGL,BBG000C3C6S2,25-09-2017,EOD,daily,203.94,205.23,203.57,205.14,7841361,17.07114099,17.14169056,17.07114099,17.07123381,17381,,0,1
GOOGL,BBG000C3C6S2,22-09-2017,EOD,daily,205.2,209.55,204.94,207.55,7112081,17.10827234,17.12683802,17.08970666,17.10827234,13021,,0,1
GOOGL,BBG000C3C6S2,21-09-2017,EOD,daily,207.94,207.95,196.57,202.11,14296993,16.99687827,17.14326865,16.98759543,17.06185815,24014,,0,1
GOOGL,BBG000C3C6S2,20-09-2017,EOD,daily,203.75,203.9,197.51,198.7,9154036,16.9783126,17.03400963,16.9783126,16.99687827,31068,,0,1
GOOGL,BBG000C3C6S2,19-09-2017,EOD,daily,200.35,204.43,200.13,203.63,10696761,16.89476704,16.96902976,16.88548421,16.96902976,11510,,0,1
GOOGL,BBG000C3C6S2,18-09-2017,EOD,daily,202.69,203.93,200.88,202.09,4649781,16.84835285,16.88548421,16.81122149,16.88548421,19048,,0,1
GOOGL,BBG000C3C6S2,15-09-2017,EOD,daily,202.99,204.93,201.45,202.19,5741665,16.74624162,16.79265581,16.70029157,16.79265581,15529,,0,1
GOOGL,BBG000C3C6S2,14-09-2017,EOD,daily,202.95,204.04,201.09,203.64,5294954,16.57915052,16.69982742,16.57915052,16.62556471,17441,,0,1
GOOGL,BBG000C3C6S2,13-09-2017,EOD,daily,203.35,205.82,201.39,201.66,5977574,16.69054459,16.69054459,16.64413039,16.64672959,4132,,0,1
GOOGL,BBG000C3C6S2,12-09-2017,EOD,daily,202.24,203.69,200.47,201.99,5112270,16.7648073,16.81122149,16.72767594,16.80193865,15017,,0,1
GOOGL,BBG000C3C6S2,11-09-2017,EOD,daily,202.76,203.01,200.91,201.15,3314271,16.7183931,16.81122149,16.70214813,16.81122149,16837,,0,1
GOOGL,BBG000C3C6S2,08-09-2017,EOD,daily,201.15,203.2,200.6,200.92,3652860,16.52345348,16.56986768,16.47332615,16.56986768,10002,,0,1
GOOGL,BBG000C3C6S2,07-09-2017,EOD,daily,200.85,203.43,199.29,202.22,5467091,16.57915052,16.59298195,16.51417064,16.52345348,9210,,0,1
GOOGL,BBG000C3C6S2,06-09-2017,EOD,daily,202.69,208.09,201.73,208.06,6665603,16.43062509,16.43062509,16.36573805,16.41205941,9621,,0,1
GOOGL,BBG000C3C6S2,05-09-2017,EOD,daily,207.56,209.33,205.64,206.11,5791267,16.43062509,16.43062509,16.24496831,16.30066535,10409,,0,1
GOOGL,BBG000C3C6S2,01-09-2017,EOD,daily,205.32,211.17,205.08,210.46,7339021,16.26353399,16.41205941,16.26353399,16.39349374,4743,,0,1
GOOGL,BBG000C3C6S2,31-08-2017,EOD,daily,212.61,216.19,211.92,214.71,7606719,16.05931153,16.22640263,16.03610443,16.21711979,35454,,0,1
GOOGL,BBG000C3C6S2,30-08-2017,EOD,daily,216,219.14,211.41,213.54,9791240,16.1242914,16.19855412,16.1242914,16.15213992,13213,,0,1
GOOGL,BBG000C3C6S2,29-08-2017,EOD,daily,212.72,215.17,212.09,213.46,5636120,16.06859437,16.14285708,16.04074585,16.10572573,12517,,0,1
GOOGL,BBG000C3C6S2,28-08-2017,EOD,daily,214.49,215.05,212.21,213.93,4848073,16.21711979,16.31923102,16.21711979,16.31923102,8390,,0,1
GOOGL,BBG000C3C6S2,25-08-2017,EOD,daily,214.09,214.96,212.99,213.86,3622924,16.24496831,16.24496831,16.16142276,16.21711979,3342,,0,1
GOOGL,BBG000C3C6S2,24-08-2017,EOD,daily,214.06,214.81,210.88,211.09,4319941,16.27912916,16.27912916,16.11500857,16.20783696,14323,,0,1
GOOGL,BBG000C3C6S2,23-08-2017,EOD,daily,210.36,212.09,208.56,210.53,5225527,16.1788745,16.23568547,16.14285708,16.1707056,11546,,0,1
GOOGL,BBG000C3C6S2,22-08-2017,EOD,daily,211.71,212.59,208.96,209.86,6018380,16.15213992,16.21981182,16.15213992,16.20783696,18038,,0,1
GOOGL,BBG000C3C6S2,21-08-2017,EOD,daily,210.33,227.68,209.99,213.24,11819967,16.0036145,16.05931153,16.0036145,16.05931153,12370,,0,1
GOOGL,BBG000C3C6S2,18-08-2017,EOD,daily,229.72,230.28,227.02,230.06,11651830,16.0036145,16.1242914,16.0036145,16.05931153,12600,,0,1
GOOGL,BBG000C3C6S2,17-08-2017,EOD,daily,231.37,242.56,230.42,240.63,15113954,15.88293759,16.0036145,15.88293759,15.96648314,6943,,0,1
GOOGL,BBG000C3C6S2,16-08-2017,EOD,daily,238.38,239.17,235.94,236.89,8691915,16.0955146,16.0955146,16.03703272,16.05931153,11292,,0,1
GOOGL,BBG000C3C6S2,15-08-2017,EOD,daily,238.98,244.49,237.79,243.54,9193703,16.01289734,16.05931153,15.94420433,16.05931153,6000,,0,1
GOOGL,BBG000C3C6S2,14-08-2017,EOD,daily,244.08,246.23,242.34,242.79,7041034,15.97576598,16.1138018,15.97576598,16.05931153,29576,,0,1
GOOGL,BBG000C3C6S2,11-08-2017,EOD,daily,242.19,242.86,236.48,237.84,6605323,15.83652339,15.92006895,15.83652339,15.87244798,18586,,0,1
GOOGL,BBG000C3C6S2,10-08-2017,EOD,daily,237.65,240.47,235.24,238.52,6564929,16.0036145,16.0036145,15.68799797,15.68799797,24512,,0,1
GOOGL,BBG000C3C6S2,09-08-2017,EOD,daily,239.27,241.32,237.16,238.43,6290913,16.16142276,16.1707056,16.11500857,16.13357424,15743,,0,1
GOOGL,BBG000C3C6S2,08-08-2017,EOD,daily,239.62,239.8,232.86,233.98,5432936,16.23568547,16.39340091,16.23568547,16.30994818,16392,,0,1
GOOGL,BBG000C3C6S2,07-08-2017,EOD,daily,233.98,237.1,233.42,235.19,5237726,16.31338284,16.31338284,16.29045422,16.30066535,6512,,0,1
GOOGL,BBG000C3C6S2,04-08-2017,EOD,daily,236.35,237.11,232.76,236.13,4909128,16.32851386,16.3377967,16.22649546,16.3377967,10124,,0,1
GOOGL,BBG000C3C6S2,03-08-2017,EOD,daily,237.12,240.07,236.4,238.71,4994005,16.23568547,16.29128968,16.08716005,16.22640263,21751,,0,1
GOOGL,BBG000C3C6S2,02-08-2017,EOD,daily,238.72,239.75,236.12,236.52,4899975,16.21711979,16.26353399,16.19855412,16.23568547,18796,,0,1
GOOGL,BBG000C3C6S2,01-08-2017,EOD,daily,235.41,241.11,234.53,237.74,7967989,16.10572573,16.1707056,16.10572573,16.15278972,19119,,0,1
GOOGL,BBG000C3C6S2,31-07-2017,EOD,daily,238.49,239.98,236.17,236.55,4881874,15.99433166,16.03146301,15.96648314,15.98504882,24131,,0,1
GOOGL,BBG000C3C6S2,28-07-2017,EOD,daily,237.13,237.6,235.38,237.01,2798140,15.93863462,16.02218017,15.92944461,16.00287187,15957,,0,1
GOOGL,BBG000C3C6S2,27-07-2017,EOD,daily,237.69,240.83,237.31,240.76,4346003,15.94429716,15.9572003,15.86446474,15.90354549,22608,,0,1
GOOGL,BBG000C3C6S2,26-07-2017,EOD,daily,240.59,245.22,240.49,244.89,7227386,15.88293759,15.97576598,15.88293759,15.92935178,34534,,0,1
GOOGL,BBG000C3C6S2,25-07-2017,EOD,daily,246.96,250.17,246.21,246.21,8375966,15.88293759,15.91914066,15.83652339,15.83652339,8888,,0,1
GOOGL,BBG000C3C6S2,24-07-2017,EOD,daily,247.75,249.09,246.53,248.2,5095517,15.743695,15.85508907,15.743695,15.82724056,10128,,0,1
GOOGL,BBG000C3C6S2,21-07-2017,EOD,daily,246.87,250.08,246.75,249.64,5523304,15.87365475,15.89222043,15.76736624,15.83652339,24164,,0,1
GOOGL,BBG000C3C6S2,20-07-2017,EOD,daily,249.45,249.45,246.57,247.77,5125836,16.03146301,16.05002869,16.01289734,16.02459371,13023,,0,1
GOOGL,BBG000C3C6S2,19-07-2017,EOD,daily,248.52,255.25,248.16,255.08,8437379,16.03146301,16.03146301,16.01057663,16.03146301,5214,,0,1
GOOGL,BBG000C3C6S2,18-07-2017,EOD,daily,255.74,256.76,253.14,254.26,4502581,15.92935178,16.05467011,15.92935178,16.02218017,10007,,0,1
GOOGL,BBG000C3C6S2,17-07-2017,EOD,daily,252.5,254,252.3,252.8,1734759,15.9572003,15.99433166,15.87820334,15.96648314,9145,,0,1
GOOGL,BBG000C3C6S2,14-07-2017,EOD,daily,250.94,251.14,242.62,242.62,7328930,15.87829617,16.03146301,15.87829617,16.01289734,11711,,0,1
GOOGL,BBG000C3C6S2,13-07-2017,EOD,daily,240.81,245.17,238.75,244.99,7805521,15.77154352,15.92006895,15.77154352,15.88293759,12624,,0,1
GOOGL,BBG000C3C6S2,12-07-2017,EOD,daily,247.37,247.62,241.37,242.57,6316158,15.70656365,15.78082636,15.70656365,15.76226068,19665,,0,1
GOOGL,BBG000C3C6S2,11-07-2017,EOD,daily,242.34,245.45,241.02,242.65,5578592,15.64158377,15.70656365,15.61373526,15.68799797,17500,,0,1
GOOGL,BBG000C3C6S2,10-07-2017,EOD,daily,243.23,244.44,239.49,240.64,5632131,15.54513508,15.5766039,15.54513508,15.5766039,3256,,0,1
GOOGL,BBG000C3C6S2,07-07-2017,EOD,daily,241.74,243.96,239.91,242.67,4908948,15.50234119,15.58588674,15.49769977,15.56732106,19705,,0,1
GOOGL,BBG000C3C6S2,06-07-2017,EOD,daily,243.94,244.96,242.69,243.74,4104051,15.42807848,15.53947254,15.4095128,15.47449267,36356,,0,1
GOOGL,BBG000C3C6S2,05-07-2017,EOD,daily,243.72,246.45,242.5,244.6,4452242,15.34453293,15.54875538,15.34453293,15.46428155,13797,,0,1
GOOGL,BBG000C3C6S2,03-07-2017,EOD,daily,245.36,246.15,241.45,241.56,4664925,15.53018971,15.53018971,15.47449267,15.48377551,7861,,0,1
GOOGL,BBG000C3C6S2,30-06-2017,EOD,daily,241.21,244.54,240.24,242.3,3976769,15.43736132,15.56732106,15.41879564,15.43736132,10731,,0,1
GOOGL,BBG000C3C6S2,29-06-2017,EOD,daily,242.7,244.69,242.14,242.21,3265994,15.50234119,15.55803822,15.41006977,15.43736132,12704,,0,1
GOOGL,BBG000C3C6S2,28-06-2017,EOD,daily,242.17,243.42,240.38,241.13,4213915,15.58588674,15.6047309,15.5766039,15.6047309,11407,,0,1
GOOGL,BBG000C3C6S2,27-06-2017,EOD,daily,242.59,242.99,238.75,239.73,4664176,15.57576845,15.61837668,15.57576845,15.61373526,16075,,0,1
GOOGL,BBG000C3C6S2,26-06-2017,EOD,daily,240.37,242.12,238.87,241.3,4759376,15.61373526,15.64158377,15.54875538,15.54875538,20852,,0,1
GOOGL,BBG000C3C6S2,23-06-2017,EOD,daily,241.56,242.3,240.16,240.39,5249098,15.54875538,15.61039344,15.54875538,15.56732106,3116,,0,1
GOOGL,BBG000C3C6S2,22-06-2017,EOD,daily,241.49,241.61,230.59,231.63,8019415,15.58226643,15.6230181,15.56824935,15.57976007,11836,,0,1
GOOGL,BBG000C3C6S2,21-06-2017,EOD,daily,231.09,234.89,229.48,234.55,6590738,15.60445242,15.61373526,15.55803822,15.5766039,10622,,0,1
GOOGL,BBG000C3C6S2,20-06-2017,EOD,daily,235.23,235.99,231.4,231.68,4382715,15.51162403,15.64158377,15.48358985,15.64158377,20073,,0,1
GOOGL,BBG000C3C6S2,19-06-2017,EOD,daily,232.32,232.86,226.4,228.33,6964912,15.59516958,15.64158377,15.56713541,15.63230094,16218,,0,1
GOOGL,BBG000C3C6S2,16-06-2017,EOD,daily,228.98,229.55,226.59,228.02,3989025,15.4095128,15.49166592,15.4095128,15.48377551,8284,,0,1
GOOGL,BBG000C3C6S2,15-06-2017,EOD,daily,228.49,229.96,227.52,228.99,2075834,15.40022996,15.45369911,15.31668441,15.43736132,17557,,0,1
GOOGL,BBG000C3C6S2,14-06-2017,EOD,daily,230.23,234.27,229.78,234.25,4232499,15.64158377,15.64158377,15.5766039,15.5766039,16475,,0,1
GOOGL,BBG000C3C6S2,13-06-2017,EOD,daily,233.79,234.52,231.36,231.51,3140196,15.46520983,15.56342227,15.46520983,15.56342227,8201,,0,1
GOOGL,BBG000C3C6S2,12-06-2017,EOD,daily,231.28,232.47,230.16,230.47,2559612,15.27955305,15.53947254,14.71329987,15.51162403,27774,,0,1
GOOGL,BBG000C3C6S2,09-06-2017,EOD,daily,233.23,238.57,230.79,234.03,7722839,15.5766039,15.66451239,15.5766039,15.59516958,36041,,0,1
GOOGL,BBG000C3C6S2,08-06-2017,EOD,daily,234.73,242.22,234.41,241.87,7916458,15.61373526,15.69728081,15.61373526,15.68799797,16962,,0,1
GOOGL,BBG000C3C6S2,07-06-2017,EOD,daily,241.49,243.99,239.29,243.84,6874670,15.78082636,15.78082636,15.66943229,15.70656365,8400,,0,1
GOOGL,BBG000C3C6S2,06-06-2017,EOD,daily,244.09,245.18,241.34,242.03,4756244,15.67871513,15.72512933,15.50234119,15.72512933,21805,,0,1
GOOGL,BBG000C3C6S2,05-06-2017,EOD,daily,242.97,244.37,240.84,242.99,5383043,15.65086661,15.81795772,15.65086661,15.76226068,23901,,0,1
GOOGL,BBG000C3C6S2,02-06-2017,EOD,daily,242.46,247.02,241.26,244.97,5978283,15.76226068,15.76226068,15.63230094,15.74360218,54537,,0,1
GOOGL,BBG000C3C6S2,01-06-2017,EOD,daily,248.85,251.13,248.34,250.11,7227025,15.47449267,15.60445242,15.47449267,15.54875538,25105,,0,1
GOOGL,BBG000C3C6S2,31-05-2017,EOD,daily,251.25,252.75,250.25,252.75,4475211,15.52090687,15.54875538,15.48377551,15.53018971,15874,,0,1
GOOGL,BBG000C3C6S2,30-05-2017,EOD,daily,254.03,256.76,251.9,252.39,7579201,15.29811873,15.49305835,15.29811873,15.49305835,21386,,0,1
GOOGL,BBG000C3C6S2,26-05-2017,EOD,daily,251.95,254.14,247.44,248.89,6708439,15.14031047,15.32596725,15.14031047,15.32596725,7816,,0,1
GOOGL,BBG000C3C6S2,25-05-2017,EOD,daily,247.51,248.49,243.96,244.16,5932894,15.25718141,15.3630986,15.25718141,15.3630986,20352,,0,1
GOOGL,BBG000C3C6S2,24-05-2017,EOD,daily,244.23,245.63,243.61,245.12,4979438,15.2424217,15.26562879,15.18672466,15.26098737,27109,,0,1
GOOGL,BBG000C3C6S2,23-05-2017,EOD,daily,246.5,246.57,239.49,240.66,5407309,15.26098737,15.30740157,15.23313886,15.26098737,36920,,0,1
GOOGL,BBG000C3C6S2,22-05-2017,EOD,daily,240.64,242.62,238.88,239.76,4686879,15.31668441,15.31668441,15.26098737,15.27027021,19604,,0,1
GOOGL,BBG000C3C6S2,19-05-2017,EOD,daily,242.46,250.02,241.89,249.78,6074077,15.09389627,15.20529034,15.07533059,15.20529034,18455,,0,1
GOOGL,BBG000C3C6S2,18-05-2017,EOD,daily,250.75,252.5,243.07,244.29,6444810,14.9825022,15.01963356,14.97321936,14.99178504,14408,,0,1
GOOGL,BBG000C3C6S2,17-05-2017,EOD,daily,245.71,249.2,243.76,248.17,5497075,15.16815898,15.16815898,15.01963356,15.09389627,18869,,0,1
GOOGL,BBG000C3C6S2,16-05-2017,EOD,daily,249.25,249.62,245.5,246.48,4778995,15.16815898,15.22385602,15.16351756,15.22385602,13951,,0,1
GOOGL,BBG000C3C6S2,15-05-2017,EOD,daily,247.25,249.25,245.86,247.41,4185385,15.06604775,15.07533059,15.0289164,15.06604775,7149,,0,1
GOOGL,BBG000C3C6S2,12-05-2017,EOD,daily,248.49,252.75,248,251,12402800,14.8618253,14.92680517,14.8618253,14.92680517,27169,,0,1
GOOGL,BBG000C3C6S2,11-05-2017,EOD,daily,253.25,253.26,241.01,241.12,15669297,14.83397678,14.89895665,14.82469394,14.89895665,28781,,0,1
GOOGL,BBG000C3C6S2,10-05-2017,EOD,daily,241.55,242.74,239.14,240.99,6312533,14.96245127,14.96245127,14.92680517,14.92680517,9213,,0,1
GOOGL,BBG000C3C6S2,09-05-2017,EOD,daily,238.99,239.24,233.33,233.81,7210422,14.99178504,15.01035072,14.96393652,14.96393652,12486,,0,1
GOOGL,BBG000C3C6S2,08-05-2017,EOD,daily,234.28,236.89,233.86,235.98,5326388,14.94537085,15.00478102,14.92179244,14.9825022,32082,,0,1
GOOGL,BBG000C3C6S2,05-05-2017,EOD,daily,237.15,237.41,234.62,235.24,4121831,15.00106788,15.10317911,14.91900758,15.01963356,41377,,0,1
GOOGL,BBG000C3C6S2,04-05-2017,EOD,daily,234.26,237.11,232.81,235.75,4077666,14.75971407,14.85254246,14.75971407,14.85254246,47385,,0,1
GOOGL,BBG000C3C6S2,03-05-2017,EOD,daily,236.06,236.58,230.98,231.18,4859692,14.64832,14.73186555,14.64832,14.71255724,11307,,0,1
GOOGL,BBG000C3C6S2,02-05-2017,EOD,daily,230.57,231.43,227.74,229.37,5754929,14.72258271,14.72258271,14.62074997,14.64832,9320,,0,1
GOOGL,BBG000C3C6S2,01-05-2017,EOD,daily,229.81,231.62,228.86,229.78,4147588,14.68545135,14.68545135,14.54620877,14.62975432,24618,,0,1
GOOGL,BBG000C3C6S2,28-04-2017,EOD,daily,230.23,234.8,229.84,233.2,5700073,14.49051173,14.54620877,14.48076475,14.51836025,9539,,0,1
GOOGL,BBG000C3C6S2,27-04-2017,EOD,daily,233.23,233.3,230.59,230.97,4049689,14.40696618,14.47194606,14.36055199,14.47194606,10402,,0,1
GOOGL,BBG000C3C6S2,26-04-2017,EOD,daily,231.63,235.31,231.26,235.2,6179453,14.63903716,14.63903716,14.37911767,14.42553186,51991,,0,1
GOOGL,BBG000C3C6S2,25-04-2017,EOD,daily,234.47,236.61,232.59,236.29,4069032,14.2677236,14.50907741,14.25844076,14.46266322,49808,,0,1
GOOGL,BBG000C3C6S2,24-04-2017,EOD,daily,235.15,239.58,234.1,238.17,5643426,14.0542183,14.25844076,13.93354139,14.25844076,36427,,0,1
GOOGL,BBG000C3C6S2,21-04-2017,EOD,daily,239.58,242.36,237.43,238.16,5747347,13.8871272,13.8871272,13.74788461,13.74788461,24038,,0,1
GOOGL,BBG000C3C6S2,20-04-2017,EOD,daily,238.11,238.71,234.13,235.55,3885580,13.71075326,13.840713,13.71075326,13.81286448,18196,,0,1
GOOGL,BBG000C3C6S2,19-04-2017,EOD,daily,236.65,237.86,232.11,232.7,3990296,13.75716745,13.82214732,13.64577338,13.76041644,9935,,0,1
GOOGL,BBG000C3C6S2,18-04-2017,EOD,daily,227.73,230.13,223.81,224.61,9338828,13.90569287,13.90569287,13.82214732,13.82214732,22149,,0,1
GOOGL,BBG000C3C6S2,17-04-2017,EOD,daily,225.43,227.06,221.74,224.95,8046584,13.86670495,13.90569287,13.86029979,13.86029979,3092,,0,1
GOOGL,BBG000C3C6S2,13-04-2017,EOD,daily,221.56,226.44,220.22,224.34,8689893,13.82214732,13.90569287,13.82214732,13.8871272,17755,,0,1
GOOGL,BBG000C3C6S2,12-04-2017,EOD,daily,222.78,224.57,219.56,219.56,6585824,13.85927868,13.90569287,13.8462827,13.89641004,22260,,0,1
GOOGL,BBG000C3C6S2,11-04-2017,EOD,daily,218.73,222.97,218.72,220.69,6359581,13.8871272,13.90569287,13.82214732,13.86856152,43351,,0,1
GOOGL,BBG000C3C6S2,10-04-2017,EOD,daily,223.96,229.73,223.91,229,7537169,13.79429881,13.8694898,13.79429881,13.840713,22904,,0,1
GOOGL,BBG000C3C6S2,07-04-2017,EOD,daily,231.58,231.8,227.37,228.05,6534977,13.68949555,13.79429881,13.68949555,13.79429881,14330,,0,1
GOOGL,BBG000C3C6S2,06-04-2017,EOD,daily,229.84,232.98,227.28,227.59,5363496,13.64577338,13.72003609,13.63649054,13.72003609,11395,,0,1
GOOGL,BBG000C3C6S2,05-04-2017,EOD,daily,229.23,229.43,225.28,226.71,4977644,13.61792486,13.71075326,13.61792486,13.65533471,8458,,0,1
GOOGL,BBG000C3C6S2,04-04-2017,EOD,daily,226.51,227.85,225.78,227.6,3467969,13.60864203,13.66433906,13.60864203,13.66433906,3247,,0,1
GOOGL,BBG000C3C6S2,03-04-2017,EOD,daily,225.28,226.19,221.64,221.74,6378634,13.68290474,13.73860177,13.61922446,13.71075326,18688,,0,1
GOOGL,BBG000C3C6S2,31-03-2017,EOD,daily,221.84,224.55,219.72,224.22,8021553,13.66433906,13.72003609,13.64577338,13.71075326,14587,,0,1
GOOGL,BBG000C3C6S2,30-03-2017,EOD,daily,224.15,225.14,222.19,223.32,3947143,13.55294499,13.61792486,13.53066618,13.60864203,18104,,0,1
GOOGL,BBG000C3C6S2,29-03-2017,EOD,daily,223.05,223.57,220.16,220.65,5669244,13.56241349,13.65505622,13.56241349,13.63649054,37201,,0,1
GOOGL,BBG000C3C6S2,28-03-2017,EOD,daily,221.85,224.47,220.54,223.84,5200733,13.5065308,13.63834711,13.5065308,13.61792486,16608,,0,1
GOOGL,BBG000C3C6S2,27-03-2017,EOD,daily,223.12,224.02,222.02,222.86,3422340,13.22804563,13.51302878,13.22804563,13.5065308,6298,,0,1
GOOGL,BBG000C3C6S2,24-03-2017,EOD,daily,222.87,228.51,222.83,228.5,5801900,13.31159118,13.5065308,13.31159118,13.4601166,33977,,0,1
GOOGL,BBG000C3C6S2,23-03-2017,EOD,daily,228.03,231.32,226.49,231.25,5727728,13.21876279,13.39513673,13.21412137,13.39513673,47962,,0,1
GOOGL,BBG000C3C6S2,22-03-2017,EOD,daily,230.96,231.93,228.77,231.15,4114854,13.2466113,13.25970011,13.19416326,13.2466113,26112,,0,1
GOOGL,BBG000C3C6S2,21-03-2017,EOD,daily,230.51,232.73,228.04,232.73,4711009,13.2930255,13.44155092,13.2930255,13.32087402,52100,,0,1
GOOGL,BBG000C3C6S2,20-03-2017,EOD,daily,232.01,232.85,230.4,232.04,3742166,13.16306575,13.26526981,13.16306575,13.26517698,23479,,0,1
GOOGL,BBG000C3C6S2,17-03-2017,EOD,daily,231.17,232.95,230.31,231.17,4641156,13.19091427,13.23732846,13.13521723,13.23732846,92768,,0,1
GOOGL,BBG000C3C6S2,16-03-2017,EOD,daily,232.51,233.23,227.73,230.69,3989119,13.18163143,13.21876279,13.16306575,13.20019711,55967,,0,1
GOOGL,BBG000C3C6S2,15-03-2017,EOD,daily,231.28,231.93,228.3,229.31,3380552,13.11665156,13.18163143,13.09808588,13.18061032,13483,,0,1
GOOGL,BBG000C3C6S2,14-03-2017,EOD,daily,229.11,229.49,226.29,229.49,3448632,13.05167168,13.13512441,13.05167168,13.08880304,6457,,0,1
GOOGL,BBG000C3C6S2,13-03-2017,EOD,daily,232.26,237.36,232.23,236.54,6518088,13.10736872,13.13633118,13.08880304,13.09808588,8833,,0,1
GOOGL,BBG000C3C6S2,10-03-2017,EOD,daily,236.31,236.74,235.02,235.75,3779646,13.19091427,13.19091427,13.0795202,13.0795202,18092,,0,1
GOOGL,BBG000C3C6S2,09-03-2017,EOD,daily,235.89,236.28,235.04,235.99,2716305,13.0795202,13.11665156,13.07023736,13.08815324,9086,,0,1
GOOGL,BBG000C3C6S2,08-03-2017,EOD,daily,236.73,236.74,233.03,234.34,3063964,12.99597465,13.23723564,12.99597465,13.05167168,31580,,0,1
GOOGL,BBG000C3C6S2,07-03-2017,EOD,daily,233.78,235.63,232.81,233.48,2979518,12.96812613,13.10458387,12.96812613,13.05167168,10577,,0,1
GOOGL,BBG000C3C6S2,06-03-2017,EOD,daily,233.26,234.93,231.54,232.5,3824385,13.05167168,13.05167168,12.97740897,13.00525749,11099,,0,1
GOOGL,BBG000C3C6S2,03-03-2017,EOD,daily,232.23,234.23,231.35,233.93,2711803,13.07033019,13.11665156,13.07033019,13.11665156,10381,,0,1
GOOGL,BBG000C3C6S2,02-03-2017,EOD,daily,234.46,234.62,231.91,233.38,2799340,13.07023736,13.08230505,13.03310601,13.03310601,8514,,0,1
GOOGL,BBG000C3C6S2,01-03-2017,EOD,daily,234.46,238.73,234.31,237.37,5080883,13.25589414,13.25589414,13.1259344,13.13521723,18112,,0,1
GOOGL,BBG000C3C6S2,28-02-2017,EOD,daily,237.14,238.43,236.04,236.64,3216071,12.95884329,13.07487878,12.95884329,13.04238884,11982,,0,1
GOOGL,BBG000C3C6S2,27-02-2017,EOD,daily,235.87,240.19,235,238.24,5672972,12.94956045,12.99597465,12.9310876,12.97740897,13660,,0,1
GOOGL,BBG000C3C6S2,24-02-2017,EOD,daily,237.49,241.22,235.03,236.06,11225221,12.94956045,12.98669181,12.87529774,12.94956045,29186,,0,1
GOOGL,BBG000C3C6S2,23-02-2017,EOD,daily,245.51,246.5,241.25,241.48,12223144,13.02382317,13.05167168,12.99597465,13.05167168,19717,,0,1
